location,year,km_run,fuel,trans,owner,mileage,engine,power,seats,brand,model
Delhi,2017,25000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
Coimbatore,2016,23218,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,Mercedes-Benz,M-Class
Pune,2010,84000,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,Skoda,Laura
Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Kolkata,2014,25135,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Delhi,2017,65000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,Maruti,Ertiga
Ahmedabad,2013,40000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
Coimbatore,2018,24500,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
Kochi,2016,56674,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,Skoda,Superb
Kochi,2016,51950,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz
Kolkata,2016,51000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
Chennai,2012,150000,Diesel,Manual,Third,23.59,1364.0,,5.0,Toyota,Etios
Chennai,2008,114750,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City
Hyderabad,2016,107890,Diesel,Manual,First,13.5,2198.0,157.7,7.0,Ford,Endeavour
Pune,2012,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,Hyundai,i20
Kolkata,2016,21460,Petrol,Manual,First,17.0,1497.0,121.36,5.0,Ford,EcoSport
Coimbatore,2015,29634,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,Hyundai,i20
Ahmedabad,2008,52000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,Maruti,Swift
Hyderabad,2015,33000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,Honda,Jazz
Kochi,2014,89230,Diesel,Manual,First,11.1,2400.0,200.0,7.0,Volvo,XC90
Delhi,2016,27000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
Kochi,2017,72524,Diesel,Automatic,Second,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA
Hyderabad,2016,73000,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
Coimbatore,2017,21740,Petrol,Manual,First,18.16,1196.0,86.8,5.0,Ford,Figo
Jaipur,2015,59000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,Toyota,Fortuner
Chennai,2013,83432,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Pune,2014,87200,Diesel,Manual,First,15.4,2523.0,75.0,7.0,Mahindra,Scorpio
Hyderabad,2012,88000,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,BMW,3
Jaipur,2017,48324,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Delhi,2011,51000,Petrol,Automatic,First,11.74,1796.0,186.0,5.0,Mercedes-Benz,New
Kolkata,2012,24000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,Hyundai,Verna
Kochi,2017,20773,Diesel,Manual,First,24.0,1186.0,73.97,5.0,Hyundai,Grand
Kolkata,2016,22000,Diesel,Manual,First,20.14,1498.0,88.0,5.0,Volkswagen,Polo
Kochi,2014,66355,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
Pune,2007,115800,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,Honda,CR-V
Ahmedabad,2014,41125,Petrol,Manual,First,17.92,1086.0,62.1,5.0,Hyundai,Santro
Coimbatore,2017,43812,Diesel,Automatic,First,15.0,2143.0,107.3,5.0,Mercedes-Benz,B
Delhi,2014,69876,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
Pune,2014,102000,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,Toyota,Fortuner
Pune,2011,68000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,Hyundai,Verna
Delhi,2016,12000,Diesel,Automatic,First,10.5,2993.0,271.23,4.0,Jaguar,XJ
Mumbai,2013,25000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3
Jaipur,2013,51873,Diesel,Manual,First,21.9,1396.0,88.76,5.0,Hyundai,i20
Chennai,2012,72500,Diesel,Manual,First,18.5,1399.0,68.0,5.0,Ford,Figo
Pune,2007,83000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,Maruti,Wagon
Kolkata,2015,39871,Petrol,Manual,First,19.1,1197.0,81.86,5.0,Hyundai,Xcent
Chennai,2015,82000,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,Mahindra,Xylo
Coimbatore,2018,23152,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,Mercedes-Benz,New
Kolkata,2007,71600,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10
Mumbai,2010,122000,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,Toyota,Fortuner
Chennai,2016,29277,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,Toyota,Camry
Kolkata,2011,60000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo
Kolkata,2014,42000,Petrol,Manual,First,19.1,1197.0,81.86,5.0,Hyundai,Xcent
Kochi,2016,61823,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Hyderabad,2011,110000,Diesel,Manual,First,28.4,1248.0,73.75,5.0,Maruti,Dzire
Kolkata,2010,38446,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
Delhi,2017,33000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,Maruti,Baleno
Kolkata,2011,42118,Petrol,Manual,First,18.3,1197.0,,5.0,Toyota,Etios
Jaipur,2016,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Delhi,2012,68038,Diesel,Manual,First,20.14,1498.0,88.0,5.0,Volkswagen,Polo
Coimbatore,2014,55012,Diesel,Manual,Second,25.44,936.0,57.6,5.0,Chevrolet,Beat
Ahmedabad,2013,55000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,BMW,5
Mumbai,2017,25000,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,Mercedes-Benz,GLC
Coimbatore,2011,46808,Petrol,Manual,Second,24.07,998.0,67.1,5.0,Maruti,Alto
Coimbatore,2015,65743,Petrol,Manual,First,20.14,1197.0,81.86,5.0,Hyundai,Xcent
Coimbatore,2013,64466,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
Kolkata,2009,75648,Diesel,Manual,First,13.5,1405.0,,5.0,Tata,Indica
Jaipur,2016,80000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
Mumbai,2017,69000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,Hyundai,Xcent
Chennai,2014,79200,Diesel,Manual,First,22.71,1461.0,84.8,5.0,Nissan,Sunny
Mumbai,2016,29477,Petrol,Manual,First,15.8,1591.0,121.3,5.0,Hyundai,Creta
Delhi,2017,40000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,Toyota,Fortuner
Pune,2014,25000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,Maruti,Ritz
Delhi,2014,67668,Diesel,Manual,First,23.08,1461.0,63.12,5.0,Renault,Pulse
Hyderabad,2010,78000,Petrol,Manual,First,17.5,1198.0,75.0,5.0,Skoda,Fabia
Mumbai,2017,30000,Diesel,Manual,First,23.0,1498.0,98.96,5.0,Ford,EcoSport
Kolkata,2015,70623,Petrol,Manual,First,15.04,1598.0,103.6,5.0,Volkswagen,Vento
Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,Nissan,Terrano
Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,Audi,Q3
Delhi,2012,62000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,Toyota,Innova
Delhi,2017,47000,Petrol,Manual,Second,17.57,1193.0,88.7,5.0,Tata,Zest
Bangalore,2014,171000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,Toyota,Fortuner
Pune,2012,108000,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,BMW,X3
Chennai,2016,41000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,Maruti,SX4
Pune,2012,66000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City
Jaipur,2015,144000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
Kochi,2017,23806,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,BMW,3
Chennai,2013,89000,Petrol,Automatic,Second,19.34,1198.0,76.0,5.0,Nissan,Micra
Coimbatore,2018,38852,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
Coimbatore,2018,68737,Diesel,Manual,First,26.21,1248.0,88.5,5.0,Maruti,Ciaz
Coimbatore,2017,23106,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,CLA
Delhi,2015,31250,Diesel,Manual,First,24.5,1498.0,98.6,7.0,Honda,Mobilio
Delhi,2014,77795,Diesel,Manual,First,12.99,2494.0,100.6,8.0,Toyota,Innova
Kochi,2015,47759,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF
Chennai,2013,67620,Petrol,Manual,Second,17.6,1496.0,88.8,5.0,Toyota,Etios
Kochi,2013,44378,Diesel,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat
Delhi,2012,64709,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,Honda,Accord
Hyderabad,2007,76161,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
Bangalore,2013,58410,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,Skoda,Octavia
Delhi,2011,72000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
Chennai,2016,11000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4
Kochi,2017,45362,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Kochi,2016,59767,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Chennai,2003,70000,Petrol,Manual,Second,13.4,1794.0,125.0,5.0,Toyota,Corolla
Coimbatore,2019,14233,Diesel,Automatic,First,17.6,2179.0,153.86,7.0,Tata,Hexa
Pune,2010,72000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,Hyundai,i20
Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,Hyundai,Verna
Mumbai,2011,39000,Petrol,Manual,First,14.0,796.0,35.0,5.0,Maruti,Omni
Kochi,2019,19855,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
Bangalore,2017,20149,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,Mercedes-Benz,New
Jaipur,2011,70000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
Mumbai,2010,62004,Petrol,Automatic,Second,14.67,1798.0,177.46,5.0,Skoda,Superb
Mumbai,2016,25500,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,Volkswagen,Vento
Hyderabad,2013,68800,Diesel,Manual,First,17.8,1248.0,,5.0,Maruti,Swift
Pune,2010,61700,Petrol,Manual,First,14.8,1799.0,130.2,5.0,Honda,Civic
Coimbatore,2010,59660,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,BMW,3
Hyderabad,2007,69775,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,Hyundai,Santro
Hyderabad,2016,51787,Diesel,Manual,First,17.8,1248.0,,5.0,Maruti,Swift
Jaipur,2009,88000,Petrol,Automatic,First,11.1,2354.0,142.0,5.0,Honda,Accord
Kolkata,2014,47052,Diesel,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga
Kochi,2015,69749,Diesel,Manual,First,18.6,1388.0,67.0,5.0,Ford,Fiesta
Hyderabad,2012,79000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7
Coimbatore,2016,39644,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4
Hyderabad,2012,137800,Diesel,Manual,First,22.3,1248.0,74.0,5.0,Tata,Indica
Chennai,2008,120000,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,Hyundai,Verna
Mumbai,2018,11000,Diesel,Automatic,First,16.1,1950.0,194.0,5.0,Mercedes-Benz,E-Class
Mumbai,2014,18600,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,BMW,3
Ahmedabad,2014,116905,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Coimbatore,2011,32824,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,Hyundai,i10
Kochi,2016,19148,Petrol,Manual,First,16.1,1197.0,85.0,5.0,Maruti,Swift
Kolkata,2010,35008,Petrol,Manual,First,17.92,1086.0,62.1,5.0,Hyundai,Santro
Delhi,2013,21000,Diesel,Automatic,Second,17.54,2993.0,313.0,4.0,BMW,6
Bangalore,2016,36000,Petrol,Manual,First,17.43,1396.0,105.5,5.0,Hyundai,Verna
Ahmedabad,2012,56121,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
Pune,2018,30000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift
Kochi,2016,31021,Diesel,Automatic,First,19.5,1968.0,141.0,5.0,Skoda,Octavia
Coimbatore,2013,52600,Diesel,Manual,First,19.6,1461.0,108.45,5.0,Renault,Duster
Bangalore,2005,60000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,Mahindra,Scorpio
Ahmedabad,2016,44001,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,BMW,5
Chennai,2003,101000,Petrol,Manual,Third,17.3,1061.0,64.0,5.0,Maruti,Wagon
Hyderabad,2007,84169,Petrol,Manual,First,14.0,1061.0,64.0,5.0,Maruti,Wagon
Mumbai,2017,14001,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Delhi,2016,59000,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,Land,Rover
Hyderabad,2009,29000,Petrol,Automatic,Second,11.7,1796.0,178.0,5.0,Mercedes-Benz,New
Kochi,2014,64158,Diesel,Automatic,First,18.48,,,5.0,BMW,5
Mumbai,2012,38800,Diesel,Manual,First,21.64,1461.0,84.8,5.0,Nissan,Sunny
Hyderabad,2011,98000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7
Coimbatore,2017,20969,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,CLA
Kolkata,2018,2900,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
Hyderabad,2016,69000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
Coimbatore,2018,5833,Diesel,Manual,First,21.13,1498.0,108.4,5.0,Skoda,Rapid
Coimbatore,2016,28733,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,Audi,Q7
Jaipur,2006,145000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
Pune,2014,71000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,Honda,City
Jaipur,2017,12000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Kochi,2018,21603,Diesel,Automatic,First,13.0,2987.0,265.0,5.0,Mercedes-Benz,E-Class
Hyderabad,2013,58000,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,BMW,3
Pune,2012,39000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,BMW,3
Coimbatore,2017,37712,Diesel,Manual,First,17.45,1493.0,100.0,7.0,Mahindra,NuvoSport
Hyderabad,2012,68000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,Maruti,Ritz
Chennai,2016,25000,Diesel,Automatic,First,15.87,2993.0,308.43,5.0,BMW,X6
Kolkata,2010,30000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat
Pune,2014,68218,Petrol,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift
Delhi,2014,52000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga
Coimbatore,2015,63591,Diesel,Manual,First,20.45,1461.0,83.8,5.0,Renault,Duster
Hyderabad,2014,57937,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,Honda,Amaze
Coimbatore,2015,21979,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4
Hyderabad,2002,99000,Diesel,Manual,Second,18.7,1896.0,66.0,5.0,Skoda,Octavia
Pune,2016,62000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
Mumbai,2006,127001,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
Hyderabad,2013,84600,Petrol,Manual,Second,21.1,814.0,55.2,5.0,Hyundai,EON
Kochi,2018,30953,Petrol,Manual,First,22.7,799.0,53.64,5.0,Datsun,redi-GO
Chennai,2012,78000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
Hyderabad,2008,85000,Diesel,Manual,First,9.5,2835.0,118.6,6.0,Mitsubishi,Pajero
Hyderabad,2008,79000,Diesel,Automatic,First,13.1,2400.0,215.0,5.0,Volvo,S80
Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,Toyota,Fortuner
Coimbatore,2018,48188,Diesel,Manual,First,16.3,1956.0,170.0,5.0,Jeep,Compass
Coimbatore,2014,67557,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
Delhi,2011,103814,Diesel,Manual,Second,22.32,1582.0,126.32,5.0,Hyundai,Verna
Kolkata,2014,45128,Diesel,Manual,First,12.05,2179.0,120.0,8.0,Mahindra,Scorpio
Kochi,2013,56075,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
Hyderabad,2011,166000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,Toyota,Innova
Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova
Hyderabad,2013,114708,Diesel,Manual,First,12.99,2494.0,100.0,8.0,Toyota,Innova
Kochi,2015,35082,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
Kochi,2016,38593,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,Hyundai,Creta
Mumbai,2008,70700,Diesel,Manual,First,12.99,2494.0,100.0,8.0,Toyota,Innova
Mumbai,2011,83000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,Volkswagen,Vento
Hyderabad,2015,120000,Diesel,Manual,First,14.8,2499.0,80.0,10.0,Chevrolet,Tavera
Kochi,2014,91586,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,Mahindra,Ssangyong
Mumbai,2008,38235,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Kolkata,2011,37000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Mumbai,2006,50888,Petrol,Manual,First,17.0,1086.0,,5.0,Hyundai,Santro
Bangalore,2013,44000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,Honda,Amaze
Pune,2016,54000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
Chennai,2013,90000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Kolkata,2015,35000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
Coimbatore,2012,47324,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10
Mumbai,2012,65148,Diesel,Automatic,First,15.06,1995.0,177.0,5.0,BMW,X1
Coimbatore,2014,57773,Diesel,Automatic,Second,17.11,1968.0,174.33,5.0,Audi,A4
Bangalore,2014,87000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,Nissan,Terrano
Chennai,2007,179032,Diesel,Manual,First,11.56,3200.0,199.3,7.0,Mitsubishi,Montero
Mumbai,2016,8000,Petrol,Automatic,First,22.5,998.0,67.0,5.0,Maruti,Wagon
Hyderabad,2007,77000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,Honda,Civic
Pune,2016,20600,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Mumbai,2016,13198,Petrol,Manual,First,24.07,998.0,67.1,5.0,Maruti,Alto
Bangalore,2015,21000,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,Audi,Q7
Delhi,2016,38000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Coimbatore,2019,15379,Petrol,Automatic,First,23.84,1199.0,83.83,5.0,Tata,Tiago
Hyderabad,2011,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
Bangalore,2013,75371,Diesel,Manual,First,20.46,1461.0,83.8,5.0,Renault,Duster
Bangalore,2014,60000,Diesel,Manual,Second,13.49,2179.0,138.03,5.0,Tata,Xenon
Kolkata,2009,30675,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20
Kolkata,2013,22000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
Pune,2015,55000,Petrol,Manual,First,22.0,814.0,55.0,5.0,Hyundai,EON
Jaipur,2010,74213,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New
Mumbai,2016,15000,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,Mini,Cooper
Jaipur,2010,57000,Petrol,Manual,First,26.0,624.0,35.0,4.0,Tata,Nano
Kolkata,2015,62144,Diesel,Manual,Second,26.21,1248.0,88.5,5.0,Maruti,Ciaz
Pune,2017,50000,Diesel,Manual,First,22.0,1582.0,126.2,5.0,Hyundai,Verna
Jaipur,2015,38000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
Chennai,2016,30000,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,BMW,5
Kochi,2016,38735,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
Pune,2012,23598,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
Chennai,2014,70000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3
Pune,2016,39000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
Hyderabad,2013,84175,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
Kolkata,2013,45000,Petrol,Manual,First,16.95,1498.0,97.6,5.0,Renault,Scala
Mumbai,2013,59302,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,Chevrolet,Cruze
Ahmedabad,2012,55002,Petrol,Manual,First,17.5,1298.0,85.8,5.0,Maruti,Swift
Jaipur,2008,128813,Diesel,Manual,First,19.09,1396.0,69.0,5.0,Tata,Indigo
Jaipur,2016,46522,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Pune,2014,180000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,Tata,Indica
Chennai,2006,89326,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,Ford,Fiesta
Pune,2016,54000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster
Pune,2012,95000,Diesel,Automatic,Second,18.48,,,5.0,BMW,5
Kochi,2015,66337,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
Bangalore,2012,60000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
Kolkata,2010,38001,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,Audi,A4
Bangalore,2014,73000,Petrol,Manual,Second,24.7,796.0,47.3,5.0,Maruti,Alto
Bangalore,2011,61000,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,Hyundai,Verna
Hyderabad,2013,120000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga
Kochi,2012,71787,Petrol,Manual,First,12.9,1598.0,102.5,5.0,Chevrolet,Optra
Coimbatore,2016,11554,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
Hyderabad,2014,90000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,Volkswagen,Vento
Kolkata,2014,48104,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
Pune,2005,91000,Petrol,Manual,Third,16.8,1341.0,83.0,5.0,Hyundai,Getz
Kochi,2007,58815,Petrol,Manual,First,17.0,1086.0,,5.0,Hyundai,Santro
Coimbatore,2015,33931,Petrol,Automatic,Second,18.9,1197.0,82.0,5.0,Hyundai,Grand
Coimbatore,2019,13916,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
Jaipur,2015,14000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
Pune,2007,121000,Diesel,Manual,Second,17.8,1248.0,,5.0,Maruti,Swift
Coimbatore,2016,17560,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Pune,2016,60000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster
Hyderabad,2009,88096,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,Maruti,Swift
Pune,2008,178280,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
Coimbatore,2015,19963,Petrol,Manual,Second,25.4,624.0,37.5,4.0,Tata,Nano
Mumbai,2019,1000,Petrol,Manual,First,18.12,1196.0,86.8,5.0,Ford,Figo
Jaipur,2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
Pune,2016,9200,Petrol,Manual,First,15.4,1497.0,117.3,7.0,Honda,BRV
Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498.0,98.6,5.0,Honda,Amaze
Mumbai,2017,27000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
Delhi,2018,22900,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
Hyderabad,2014,50000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,Audi,Q5
Jaipur,2015,60207,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
Coimbatore,2010,101119,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,BMW,X5
Jaipur,2010,42000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,Ford,Figo
Pune,2002,93000,Petrol,Manual,Third,18.9,998.0,67.1,5.0,Maruti,Wagon
Ahmedabad,2012,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,Hyundai,i10
Kochi,2015,66122,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,Skoda,Rapid
Kolkata,2015,25100,Diesel,Automatic,First,17.85,2967.0,300.0,4.0,Porsche,Panamera
Kochi,2017,24733,Petrol,Automatic,First,15.04,1991.0,183.0,5.0,Mercedes-Benz,CLA
Ahmedabad,2008,41000,Petrol,Automatic,Second,10.4,2773.0,201.0,5.0,Audi,A6
Chennai,2015,30000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz
Kolkata,2013,36000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
Hyderabad,2017,40279,Diesel,Manual,First,16.5,1493.0,70.0,7.0,Mahindra,Bolero
Kochi,2018,46805,Petrol,Manual,First,24.07,998.0,67.1,5.0,Maruti,Alto
Mumbai,2015,60000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,Maruti,Swift
Mumbai,2017,100000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,Tata,Zest
Kolkata,2014,32986,Petrol,Manual,First,16.1,,,5.0,Maruti,Swift
Coimbatore,2018,51530,Diesel,Automatic,First,10.91,3198.0,197.2,7.0,Ford,Endeavour
Jaipur,2013,81456,Diesel,Manual,First,15.8,2148.0,170.0,5.0,Mercedes-Benz,New
